sentence,label,sentiment score
"Meanwhile, inflation expectations, 
which remained at elevated levels during the inflation acceleration period up to September 2022, broadly followed a downward trend during 
the disinflation period.",Very Negative,0.10547151132508947
"External Sector developments
Sri lanka’s external sector met with severe 
bOP stresses in 2022 amidst constrained 
foreign financial inflows, depleted gross official 
reserves, and overshooting of the exchange 
rate, necessitating a myriad of policy measures to avoid further aggravation of the situation and restore external balance.",Neutral,0.5475690037790348
"The Government 
sought assistance from the IMF for a funding arrangement and announced a debt standstill as an interim measure, pending negotiations on debt restructuring with bilateral and commercial creditors during early 2022.",Very Positive,0.855076238702638
"The Government and the Central Bank initiated measures to limit foreign exchange 
outflows, while taking initiatives to promote inflows.",Very Negative,0.01464332018164205
"Import demand was reduced notably, reflecting the 
impact of significantly tightened monetary policy and subdued demand conditions.",Very Positive,0.9230934287815125
"A series of import prioritisation measures was initiated, while continuing 
the existing restrictive measures.",Very Positive,0.8796587033045337
"These restrictions 
included temporary suspensions and imposition of licensing and margin deposit requirements on selected imports.",Very Negative,0.12875220753714545
"Also, restrictions on selected import payment methods were imposed with a view to discouraging grey market activities.",Positive,0.6730115046795375
"Limitations on 
certain foreign exchange outflows of capital nature 
were also continued.",Very Negative,0.06728745761684585
"Further, workers’ remittances through official channels were encouraged through cash based and non-cash based targeted incentives for migrant workers.",Negative,0.33088050954545334
"The large depreciation of the 
exchange rate, restrictions on imports under certain 
payment terms, such as open account terms, and subdued demand for imports led to a correction in the large spread between the official exchange rate and rates offered in the informal market.",Very Negative,0.14234238880337224
"This further 
encouraged remittances through formal channels.",Very Positive,0.9734304077135026
"A 
significant reduction in the trade deficit was observed in the second half of 2022 as import expenditure declined and export earnings remained resilient.",Very Positive,0.8217380618866074
"The surplus in the services account increased to 
some extent due to the increase in earnings from tourism.",Neutral,0.5915530912608217
"However, all other sectors in the services account, including air and sea freight, transportation, 
and services inflows to the Information Technology 
and Business Process Outsourcing (IT/BPO) sector remained significantly subdued compared to the previous year.",Very Positive,0.8485657839908907
"The secondary income account 
surplus reduced in 2022 despite the significant 
improvement in workers’ remittances towards the second half of 2022, while the primary income account deficit, compiled on an accrual basis, 
marginally moderated during the year compared to 
the previous year.",Positive,0.6818338106361348
"With these developments, the",Positive,0.6278766935671649
"14
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1current account deficit narrowed to 1.9 per cent of 
GDP in 2022, from 3.7 per cent of GDP in 2021.",Neutral,0.5466009814392024
"Despite net foreign investment inflows into the 
Colombo Stock Exchange (CSE) (including primary market purchases) and the government securities 
market, inflows to the financial account remained 
modest due to the decline in foreign inflows to the Government.",Positive,0.7974433660438692
"Meanwhile, gross official reserves 
declined to US dollars 1.9 billion as at end 2022, in comparison to US dollars 3.1 billion recorded in 
the previous year.",Neutral,0.4881859777589629
"However, this included the swap facility from the People’s Bank of China equivalent to 
around US dollars 1.4 billion as at end 2022, which 
is subject to the conditionalities on its usability.",Negative,0.21305017939906856
"The Central Bank absorbed US dollars 2.1 billion from the domestic foreign exchange market during 2022, 
mainly from mandatory sales by licensed banks, 
while supplying US dollars 2.7 billion mainly to meet 
foreign exchange required for importing essential 
commodities, such as fuel, coal, cooking gas, etc.",Very Negative,0.03680920768172391
"The Central Bank played a major role in managing foreign exchange to ensure the supply of essential 
goods and services under extremely challenging 
circumstances during 2022.",Positive,0.6504881701176243
"Meanwhile, total external debt of the country amounted to US dollars 49.7 
billion as at end 2022, compared to US dollars 51.8 
billion recorded as at end 2021, reflecting the impact of lack of access to foreign funding sources and large 
valuation changes in commercial debt.",Very Positive,0.811588022191219
"Despite the 
notable increase in the outstanding foreign loans of the Government, the total external debt of the Government remained at similar levels due to the 
reduction in the outstanding value of ISBs issued by 
the Government that were valued at market prices.",Very Negative,0.019573281792666708
"The Government obtained a number of emergency 
credit facilities for the importation of essential goods, 
including fuel, medicine and fertiliser, from regional 
countries in the form of bilateral loans, resulting in 
significant foreign loan disbursements during 2022.",Positive,0.7220258116790619
"The temporary suspension of debt servicing to bilateral and commercial creditors provided some 
respite in terms of lesser foreign loan repayments.",Very Positive,0.9025114845631194
"The 
significant shortage in liquidity in the domestic foreign 
exchange market exerted pressures on the exchange rate, necessitating a measured adjustment in the exchange rate in early March 2022 by the Monetary Board.",Neutral,0.5984663941871783
"However, market speculation resulted in an overshooting of the exchange rate subsequently.",Positive,0.6543057686637508
"Accordingly, the Sri Lanka rupee depreciated substantially by 41.4 per cent against the US dollar by end April 2022.",Negative,0.34527582067779805
"From mid-May 2022, with the aim of curbing any significant intraday volatility due to excessive speculation, the Central Bank commenced offering market guidance by publishing a middle rate and a variation margin applicable to the interbank weighted average spot exchange rate.",Negative,0.29674453140026447
"This measure was effective in stabilising the exchange rate since then, helping to mitigate the adverse macroeconomic implications of excessive depreciation and volatility of the currency.",Neutral,0.5282181533989859
"Reflecting these developments, the Nominal Effective Exchange Rate (NEER) and Real Effective Exchange Rate (REER) indices, which measure the movement of the Sri Lanka rupee against a basket of currencies and thus the external competitiveness, declined notably in 2022.",Negative,0.273947487098545
"Overall, the REER indices declined substantially below the threshold of 100 index points, signalling that the exchange rate remained sufficiently competitive for international trade.",Very Positive,0.8184320837483623
"Figure 1.6
Balance of Payments
Source: Central Bank of Sri LankaTrade Balance Current Account Balance Overall Balance-10.3-8.0-6.0
-8.1-5.2-2.8-1.8-1.2
-3.3-1.5 -1.10.4
-2.3
-4.0-2.8
-12-10-8-6-4-202
2018 2019 2020 2021 2022US$ billion",Positive,0.6839409300274135
"15
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1Sri lanka secured imF Executive board 
approval for the EFF arrangement of Sdr  
2,286 million (approximately uS dollars 
3,000 million) in march 2023, and the first 
tranche of Sdr 254 million (approximately uS 
dollars 333 million) was disbursed under the 
programme in late march 2023.",Very Positive,0.8412984117678434
"Following the 
staff level agreement reached with the IMF for the 
EFF supported programme in September 2022, Sri Lanka commenced a dialogue with bilateral creditors to secure financing assurances, while engaging with commercial creditors in good faith negotiations.",Neutral,0.5555922144455775
"Further, Sri Lanka initiated measures to complete all prior actions needed to secure the approval of the IMF Executive Board.",Neutral,0.4506728145333152
"Towards the finalisation of the IMF-EFF arrangement, several favourable developments were initiated from early 2023.",Positive,0.6910189052506666
"With a view to encouraging activity in the domestic forex 
market and restoring a market driven exchange 
rate in line with the flexible inflation targeting framework of the Central Bank, the Central Bank commenced a gradual relaxation of the daily variation band, while also loosening the mandatory sales requirement by licensed banks, before completely removing this requirement from early March 2023.",Very Positive,0.800831165926391
"Foreign exchange market liquidity conditions started to improve from early 2023, supported by foreign currency inflows to the services sector, workers’ remittances and 
financial flows to portfolio investment, and return 
of market confidence following the finalisation of 
the IMF-EFF arrangement.",Negative,0.2995250167371881
"Reflecting the impact of improving foreign exchange market conditions, the exchange rate showed a large appreciation bias during early March 2023, correcting the 
exchange rate overshooting witnessed in early 
2022 and helping the build-up of official reserves through the intervention of the Central Bank in the 
market, with sizeable purchases.",Very Negative,0.12155439443202776
"With the funding 
assistance under the IMF-EFF arrangement and the purchases of foreign exchange from the market, gross official reserves strengthened to 
about US dollars 2.7 billion by end March 2023, 
and the Sri Lanka rupee appreciated against the US dollar by 10.9 per cent by end March 
2023, reflecting the improved market sentiments.",Positive,0.7988659574207513
"Reflecting the greater flexibility that was allowed in the determination of the exchange rate, the 
Sri Lanka rupee showed some volatility from late 
March 2023.",Negative,0.3314638336251219
"The funds disbursed under the EFF 
arrangement are proposed to constitute budget 
support, with a view to helping the domestic 
financing needs of the Government.",Negative,0.30328102352498754
"However, proceeds so received will also help cushion BOP 
constraints due to their availability for the repayment 
of foreign currency obligations of the Government that are not subject to debt restructuring, which 
would otherwise have been made from the Central 
Bank’s reserves, and possible strengthening of official reserves that could facilitate financing 
essential imports.Net Absorption End-month Exchange Rate (Right Axis)Figure 1.7
Exchange Rate and Central Bank Intervention 
in the Domestic Foreign Exchange Market
Source: Central Bank of Sri Lanka
Rs./US$US$ million
140160180200220240260280300320340360380
-600-500-400-300-200-1000100200300400500
Dec-19
Mar-20
Jun-20
Sep-20
Dec-20
Mar-21
Jun-21
Sep-21
Dec-21
Mar-22
Jun-22
Sep-22
Dec-22
Mar-23",Neutral,0.5966791026717216
"16
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1Introduction
The Sri Lankan economy has been experiencing 
frequent incidences of vulnerabilities and instability 
conditions instilled by structural macroeconomic problems coupled with global and domestic shocks.",Neutral,0.463463607728243
"The conditions weakened drastically since 2020 with 
the onset of the pandemic, along with ad-hoc policy 
changes that exacerbated stresses in the economy.",Very Positive,0.8335540286254626
"As a result, the country experienced severe Balance 
of Payments (BOP) distress and subsequently multiple crises in 2022.",Neutral,0.4606517761410446
Several policy interventions were rolled out since early 2022 to guide the economy towards greater stability.,Positive,0.6696771865724529
"Seeking financial assistance 
subject to macroeconomic stabilisation and related 
commencement of debt restructuring efforts to restore 
public debt sustainability are key steps that have been 
taken towards this journey.",Negative,0.3289994712517724
"Before 2022, Sri Lanka had entered into numerous International Monetary Fund (IMF) programmes from time to time for various 
purposes including supporting the BOP and the 
Government’s reform agenda.",Very Positive,0.8637686237346768
"However, unlike on 
previous occasions, Sri Lanka initiated discussions with 
the IMF in early 2022 for an Extended Fund Facility (EFF) arrangement under the direst economic conditions.",Neutral,0.5129367949461174
"The success of policy interventions was constrained by debt 
overhang as well as persistently large fiscal and BOP 
financing needs.",Negative,0.2014127292157002
"Amidst continuous downgrades in sovereign ratings, Sri Lanka was cut off from avenues 
for external financing, making new fundraising and 
servicing existing loans extremely challenging.",Neutral,0.41304830369878254
"Usable reserves depleted to near zero levels, the exchange 
rate depreciated at an unprecedented scale, access to 
fuel, electricity and other essential imported items by the public was limited, general price levels escalated to new heights with demand pressures and supply 
shortages, financial system stability was under threat, 
and social and political clashes were recurring in early 2022.",Very Negative,0.015138064075859048
"Against this backdrop, the need for economic 
stabilisation with external assistance was required and 
the Sri Lankan authorities initiated discussions with the IMF.",Neutral,0.5815119810917468
"Continuous engagements over a year with the IMF staff team on the finalisation of the proposed economic 
and financial policies and successful completion of 
prescribed prior actions under the programme and the receipt of financial assurances from the official 
creditors enabled the approval of an EFF in late March 
2023.",Positive,0.6549353620244514
"Salient features of this economic adjustment programme, expected developments under the EFF 
arrangement, the country’s commitment to the reforms 
in the ensuing period, and necessity of continuing this programme over four years are discussed briefly in the 
following sections.",Very Negative,0.013553462379541026
"Programme Objectives and Modalities of the 
IMF-EFF
The current IMF-EFF arrangement spans 48 months with 
the total disbursement amounting to SDR 2.286 billion (about US dollars 3 billion) to be utilised for budget BOX 2
Sri Lanka’s Economic Adjustment Programme Supported by an Extended Fund Facility 
Arrangement of the International Monetary Fund
support for the Government.",Neutral,0.5101934691399183
"However, the proceeds 
under the EFF would also help cushion the BOP by supplementing the Gross Official Reserves (GOR).",Positive,0.732885055593758
"The 
disbursement will be equally divided into nine tranches 
subject to semi-annual reviews and subsequent Executive Board approvals.",Very Positive,0.9138944437162545
The first tranche was received in March 2023 immediately following Board approval.,Neutral,0.46401931871146485
"The 
programme aims at restoring macroeconomic stability at 
large.",Negative,0.3240064331094493
"This overall economic stability is designed to be achieved through building strong pillars on critical areas 
of restoring debt sustainability, advancing revenue based 
fiscal consolidation, restoring price stability and building external buffers, ensuring financial stability, reducing corruption vulnerabilities, and raising potential growth.",Very Negative,0.13864598697663022
"Prior Actions and Structural Benchmarks
Since the commencement of negotiations for the IMF-EFF  
arrangement in early 2022, Sri Lanka has completed 
nine prior actions by March 2023 and has formulated a 
mechanism for meeting the structural benchmarks.",Negative,0.35105994443733457
The completion of these prior actions was instrumental in paving the way for broader reforms to be implemented in the next four years under the EFF.,Very Positive,0.880399883291602
"The prior actions 
that have been already completed by Sri Lanka include, 
obtaining Cabinet approval for revenue measures to support fiscal consolidation during 2023 in line with 
programme parameters, obtaining Parliamentary approval 
for a revised 2022 budget, submission of the 2023 Appropriation Bill to the Parliament, obtaining Cabinet approval to automate monthly retail fuel price adjustment, 
to automate semi-annual cost-recovery based electricity 
price adjustment, Cabinet approval of the new Central Bank Act, Cabinet approval for the amendments to the Banking Act, strengthening key elements of the Central Bank’s crisis management powers, hiring an independent firm to 
conduct banking sector diagnostic exercise, and increasing 
policy interest rates by 100 basis points to ensure forward looking real policy interest rates are on a firm upward path.",Negative,0.3650495501964769
"In addition to the above, three important upfront 
measures were also implemented which include 
Parliamentary approval of the 2023 budget that was in line with programme parameters, Parliamentary approval of necessary legislative revisions to implement the 2023 revenue measures, and updating the 
Emergency Liquidity Assistance framework for banks.",Negative,0.3203840647631102
"Further, Sri Lanka is required to implement several structural benchmarks related to fiscal matters, State Owned Enterprises (SOEs), social safety net reforms, 
and monetary and exchange rate policies and reforms 
related to fiscal sector and governance in the period ahead, as detailed in Figure B 2.1.",Positive,0.7916550796829879
"Monitoring of Programme Progress 
Performance of the EFF arrangement will be monitored in terms of a comprehensive mechanism that comprises Quantitative Performance Criteria (QPCs), Continuous 
Performance Criteria (CPC) related to external arrears 
and Article VIII obligations, Indicative Targets (ITs), and",Positive,0.7533138279501341
"17
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1
Figure B 2.1
Structural Benchmarks under the IMF-EFF Arrangement
Financial Sector
Monetary and Exchange Rate Policies
Governance
Source: IMF .",Positive,0.7158929784541074
(2023).,Neutral,0.5897876306214587
"Sri Lanka: R equest for an Extended Arrangement Under the EFF - P ress R elease, Staff R eport, and Statement by the Executive Director for Sri L anka.Continuous
End-May 2023 End-June 2023ContinuousSet retail fuel prices to their cost-recovery 
levels with monthly formula-based
adjustments
Parliamentary approval of the  welfare benefit 
payment scheme and new eligibility criteria for 
beneficiary identificationAdjust the end-user electricity tariff schedule to its 
cost-recovery level with semi-annual 
formula-based adjustments
End-July 2023 End-Sep. 2023Cabinet approval of revenue measures to support 
fiscal consolidation during 2024, in line with 
programme parametersCompletion of the rollout of the ITMIS , expanding 
its coverage to all 220 heads (national bu dget 
execution agencies)
End-Apr.",Very Negative,0.17499766297976738
"2023 End-June 2023Completion of the asset quality review component 
of the bank diagnostic exercise for the two largest  
state banks and the three largest private sector banksCabinet approval of a full revision of the Banking 
Act in consultation with IMF staffCabinet approval of a comprehensive strategy to 
restructure the balance sheets of the CEB , CPC, 
SriLankan Airlines, and the R oad Development 
Authority
End-Oct. 2023 End-Dec. 2023Parliament submission for the first reading of 
the 2024 Appropriation, in line with programme 
parametersParliamentary approval of the 2024 Appropriation 
Act and the spending allocations, in line with programme parameters
End-July 2023 End-Oct. 2023Development by the CBSL of a roadmap for 
addressing banking system capital and FX 
liquidity shortfalls and interv ening in banks 
assessed to be non-viableDetermination by the MOF of the size, timing , 
instruments, and terms and conditions for potential government recapitalisatio n of viable 
banks which are unable to close capital shortfalls from private sources
End-June 2023 End-Sep. 2023Enact new anti- corruption legislation to 
harmonise it with the United Nations 
Convention Against Corruption, pending 
comprehensive asset recovery provisions, in 
consultation with IMF staffPublication of the report of an IMF -led 
governance diagnostic technical assistance mission to assess Sri L anka's anti- corruption 
frameworkEnd-Dec. 2023 End-Dec. 2023Parliament submission of a new
Public Financial Management (PFM) la w,
in consultation with IMF staff
End-Dec. 20 23Parliamentary approval of a full revision of the Banking Act 
in consultation with IMF staffImprove the Bulk Supply T ransaction Account 
(BSTA) to accurately measure the electricity subsidy , 
and start using it to determine the cost -recovery based 
electricity tariff and government transfer requirement
End-Apr.",Negative,0.2324550716642505
"2023Parliamentary approval of the new C entral Bank 
Act prepared in consultation with IMF staffFiscal, SOE, and Social Safety Net Reforms",Very Negative,0.17988558816174216
"18
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1the monetary policy consultation clause.",Neutral,0.4357759452214255
"The QPCs that 
Sri Lanka is expected to achieve are the requirement to generate a primary surplus in the Government’s budget, improve the gross official reserve levels by building net international reserves, and gradually phase out Net Credit to the Government by the Central 
Bank.",Very Negative,0.017419551047590964
"A CPC applies to the non-accumulation of new 
external payments arrears on external debt which will 
be monitored continuously by the authorities and 
any non-observance will be immediately reported 
to the IMF.",Neutral,0.45492185653860584
"In addition, another QPC includes the 
prohibition of imposing or intensifying restrictions 
on the making of payments and transfers for current international transactions, introducing or modifying multiple currency practices, concluding bilateral payment agreements that are inconsistent with Article VIII of the IMF’s Articles of Agreement, and imposing or intensifying import restrictions for BOP purposes.",Negative,0.289039157751213
"A monetary policy consultation clause (MPCC) has also 
been included to monitor year-on-year inflation on 
specified target dates to ensure that Sri Lanka is moving 
on a steady disinflation path to reach the targeted 
level to restore price stability.",Negative,0.2581468799641312
"Further, ITs have been 
specified mainly on central government tax revenue, social safety net spending, cost of non-commercial 
obligations for fuel and electricity as well as on treasury 
guarantees.",Very Positive,0.826861112065104
"More importantly, in order to ensure the achievement of objectives envisaged in attaining debt 
sustainability, the progress on the debt restructuring will be assessed at each programme review, with a view to completing debt restructuring within a reasonable time 
frame.",Negative,0.3871124512610853
"The QPCs and ITs pertaining to the programme 
are detailed in Figure B 2.2.",Very Negative,0.18825516734489645
"External Financing Gap and Financing Sources
The programme is expected to trigger additional financing assistance with budget support from the 
World Bank and the Asian Development Bank of US dollars 3.75 billion, of which US dollars 900 million 
is expected in 2023.",Positive,0.6041468251324492
"It is also expected that with 
the recovery in the economy and buildup of buffers,  
Sri Lanka would be able to access international markets to raise funds in terms of sovereign bond issues in 
2027.",Positive,0.6939904655334039
"These resources, together with external public 
debt service relief, will close the external financing gap 
and allow Sri Lanka to rebuild its gross international 
reserves.",Very Positive,0.8639113125136553
"Figure B 2.2
Sri Lanka: Proposed Qua ntitative Performance Criter ia (QP Cs), Co ntinuous Performance Criter ia (CP C), and Indicative T argets (I Ts)
 (Cumulative from the beginni ng of the year, unless ot herwise noted)
Source: IMF .",Negative,0.2917478739675202
(2023).,Very Negative,0.0505326650735507
"Sri Lanka: R equest for an Extended Arrangement Under the EFF - P ress R elease, Staff R eport, and Statement by the Executive Director for Sri L anka
end -Dec.
Actual
end-Mar.",Very Positive,0.8965243624857411
"IT
end-Jun.",Negative,0.35075004996910397
"PC/IT
end-Sep.
ITProposed quantitative performan ce cri teria
end-Dec.
PC/IT
Central government primary balance (floor) Rs.",Positive,0.6532616121483923
"bn
Program net official international reserves 
(Program NIR, floor, end of period stock)US$ mn
Net credit to the government of the CBSL 
(ceiling, end of period stock)Rs.",Very Positive,0.9454090521996188
"bn
Stock of expenditure arrears of the central 
government (ceiling)Rs.",Negative,0.36112531271869275
"bn2022 2023
0 0 0 0New external payment arrears by the nonfinancial 
public sector and the CBSL (ceiling)US$ mn 0Proposed continuous perfo rmance criteria 
(cumulative from beginni ng of the programme)
142
-35
0
1,70070
1,700120
1,7001,751 650 1,300 2,100
1,1590 0187
1,7002,940Proposed indicative targets
Central government tax r evenue (floor ) Rs.",Neutral,0.4616411530477632
"bn
Social spendi ng by  the cen tral governmen t 
(floor )Rs.",Positive,0.790678881316618
"bn
Cost of non-commer cial obligati ons (NCOs) 
for fuel and electrici ty (net of  governmen t 
transfers) (ceiling)Rs.",Negative,0.21872427746936396
"bn 0
Rs.",Negative,0.33267408370541485
"bn Treasury gu arantees  (ceiling)-895
-3,540
2,834
60-56
-3,188
2,890
30-113
-2,830
2,890
0-160
-2,068
2,840
0-209
-1,592
2,740
0",Very Positive,0.992906935443404
"19
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1Expected Developments under the IMF-EFF 
Arrangement
Some of the key expected outcomes of the IMF-EFF 
arrangement are as follows: 
•	Achieving debt sustainability: To achieve debt 
sustainability, Sri Lanka needs to achieve specific 
debt financing and debt servicing related targets.",Positive,0.6469904002253095
"Further, the debt restructuring process will be guided by quantitative targets developed under the IMF 
Sovereign Risk and Debt Sustainability Framework 
(SRDSF) in order to ensure debt reduction, manage rollover risks, avoid a renewed buildup of external pressures from debt service needs, and ensure that 
financing gaps during the programme period are closed.",Neutral,0.4394585038782898
"Meeting these requirements would ensure 
Sri Lanka’s public debt returning to sustainable levels in the eyes of creditors and the international community, thus easing difficulties and risk premia attached to Sri Lanka’s future borrowings.",Positive,0.7927211511728985
"The debt sustainability targets as per the Debt 
Sustainability Analysis (DSA) carried out by the IMF 
that needs to be achieved by Sri Lanka through the debt restructuring process are as follows:
 - Debt stock: Public debt to decline below  
95 per cent of GDP by 2032.",Very Negative,0.1710524433321554
- Post-programme gross financing needs: Average annual gross financing needs of the central government in 2027-2032 to remain below 13 per cent of GDP.,Positive,0.7825629395667791
"- Post-programme forex debt service: Annual forex 
debt service of the central government to remain 
below 4.5 per cent of GDP in each year over 2027-2032.",Positive,0.7403489538447358
- Programme financing gaps: Debt service reduction during 2023-2027 to be sufficient to close external financing gaps.,Neutral,0.48365473938271164
"•	Improved fiscal performance and discipline:  
With the emphasis given in the programme on the fiscal front and the relevant structural benchmarks, it is expected that the Government will persist with its fiscal consolidation efforts to meet the fiscal 
targets through revenue enhancement measures 
and rationalisation of expenditure further.",Neutral,0.46063320144670816
"With constrained access to monetisation of deficits going forward, the Government is expected to make required adjustments during the available Figure B 2.3
Proposed Monetary Policy Co nsultation Clause
Year-o n-Year Inflation Based on the C CPI
Source: IMF .",Negative,0.32612186036082014
(2023).,Very Positive,0.9249150229650979
"Sri Lanka: R equest for an Extended Arrangement Under 
the EFF - Press R elease, Staff R eport, and Statement by the Executive 
Director for Sri L anka.10203040506070
end - Dec. 2022
Actualend-Mar.2023
ITend-Jun.",Positive,0.7699488348187423
"2023
PC/ITend-Sep.2023
ITend-Dec. 2023
PC/IT%
Outer band (upper limit) Inner band (upper limit) Actual/Center point
Inner band (lower limit) Outer band (lower limit)1517315261.3
Figure B 2.4
External Financing Gap and Programme Financing (2022-2027)  
Source: IMF .",Neutral,0.42603834589045775
(2023).,Very Positive,0.883375940064726
"Sri Lanka: R equest for an Extended Arrangement Under the EFF - P ress R elease, Staff R eport, and Statement by the Executive Director for Sri L anka.2022 2023 2024 2025 2026 2027 Total 
2022-27
-2,834
2,834
0
0
2,834
0
1,898
1,473-4,939
4,939
663
900
250
650
0
3,376
0
0
4,431
1,400-4,843
665
850
400
450
0
3,328
0
0
6,128
1,5425,018
663
700
400
300
0
3,655
0
0
8,520
1,585-3,608
3,608
662
700
400
300
0
2,246
0
0
10,888
1,633-3,911
3,911
329
600
300
300
0
1,482
1,500
0
14,208
1,682-25,153
25,153
2,982
3,750
1,750
2,000
0
2,834
14,087
1,500Financi ng Gap (A)
IFI budget su pport
World Bank
OtherADB
Debt moratorium: External arrears IMF EFFProgramme  Financi ng (B)
Debt relief
Sovereign bond (market access) 
Shortfall (A+B)
Project loansGross International ReservesaccumulationUS Dollars million
-5,018
4,843",Negative,0.20648220380323934
"20
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1transitory period to ensure that such requirements 
would not arise.",Very Positive,0.9457499931627609
"In the meantime, unwarranted 
leakages from the fiscal revenue are addressed 
through the envisaged broad-based programme 
for SOEs.",Neutral,0.4124200312284375
"•	Legislative changes for enhanced governance 
and accountability framework: New pieces of legislation, such as the proposed Central Bank Act, Banking Act, and other revisions to existing 
legislations are expected to strengthen the 
institutional and regulatory framework relating to the economic management of the country.",Very Negative,0.03932283640553447
"A new anti-corruption law is to be introduced harmonising the United Nations Convention against Corruption, 
the first such law in South Asia, providing for 
the creation of an independent Anti-Corruption Commission.",Positive,0.7416257112554255
"A new Public Financial Management (PFM) law will be enacted to streamline the budget 
formulation process and to enhance accountability 
mechanism in public finance.",Positive,0.7166170476383972
"•	Reforming social safety nets: Despite an increase in social safety nets related spending and beneficiaries in recent years, it has been identified that there is significant scope for improvement regarding the coverage and selection.",Very Positive,0.8242666100500121
"Considering 
the issues prevailing in the existing social safety 
nets framework, the IMF-EFF arrangement has specified certain institutional reforms to improve efficiency, coverage, and targeting of social safety nets programmes.",Positive,0.7193040578417216
"•	Restoring price stability:  The Central Bank is 
expected to restore price stability by driving inflation in a steady disinflation path to bring it back to the targeted range under the Flexible Inflation Targeting (FIT) framework through appropriate monetary policy actions.",Positive,0.7660251024160427
"As a part of this process, monetary financing to the Government is expected to be phased out.",Neutral,0.45302067300840965
"The 
price stability commitment also entails maintaining 
more flexibility in the exchange rate and rebuilding reserves to withstand future shocks.",Neutral,0.5535802895878319
"•	Strengthening financial institutions and financial system stability: The IMF is of the view that Sri Lanka’s financial system is heavily exposed to 
the public sector, moderately capitalised, and could 
face material capital and forex shortfalls following a debt restructuring.",Very Negative,0.1590742493870282
"Consequently, there is a possibility that banks could face significant capital 
and forex shortfalls as a result of a sovereign debt 
restructuring.",Negative,0.2997538621795919
"Therefore, plans are under way for the capital restoration of systemic banks following asset quality reviews to strengthen the resilience of 
the state owned banks.",Negative,0.23704612749082066
"Meanwhile, financial sector 
supervision and the crisis management framework 
will be strengthened to make Sri Lanka’s financial 
system more robust.",Very Positive,0.9569332447109095
"In addition to these specific benefits, the IMF supported programme would bring several positive spillovers to the economy through improved investor confidence, 
possible sovereign rating upgrades, and reopening 
of access to markets, among others.",Negative,0.33919597636890575
"Considering the challenging nature of the targets set out, the authorities will have to put in a lot of effort and show 
commitment to ensuring the successful completion of the programme throughout the programme period.",Neutral,0.5667256036227555
"Also, in view of the maintenance of political and social 
stability during the programme period, especially 
considering the possible initial unpopularity of the reform measures and consequent public dissent, public awareness of how initial sacrifices would lead to long term economic benefits needs to be created.",Very Positive,0.8556050419804498
"Reforms Agenda Beyond the IMF-EFF 
Arrangement
The success of the IMF-EFF arrangement will largely 
rest on the extent to which the long neglected structural reforms are implemented.",Neutral,0.4894360402958866
"The structural reforms are anticipated to boost the competitiveness 
of the economy, provide a foundation for productivity 
enhancement, increase the efficiency in resource utilisation, and thereby enhance the growth potential.",Very Positive,0.9053338753745058
"The severity of the current economic crisis faced by Sri Lanka highlights the importance of addressing the longstanding structural issues in a sustainable 
manner beyond the reforms agenda in the IMF 
programme through national policies which are formulated in consultation with stakeholders and free from political influences with vested interests.",Neutral,0.5220590913469458
"In this regard, the reforms agenda should focus on improving the productivity and output of the economy through 
technological innovations and increased economic 
connectivity to the world over trade and investment, by enhancing diversity in merchandise exports and potential services export sectors including tourism, IT/BPO sectors, and attracting FDI.",Neutral,0.4070208754055197
"It is also necessary to strengthen legal frameworks to ensure public accountability of state institutions, exercising available 
legal powers in policy formulation and implementation 
by relevant authorities to ensure lasting economic welfare in the country.",Positive,0.7624000024627644
These would complement the reforms agenda in the IMF-EFF arrangement to ensure that Sri Lanka attains and sustains macroeconomic stability in the earliest possible timeframe.,Very Positive,0.9562527257145494
"Conclusion
Despite being part of sixteen programmes since the first in 1965, only a few IMF programmes in Sri Lanka have been successfully implemented by authorities.",Very Negative,0.17206828107138028
"This has been mainly due to the lack of commitment to meeting 
the conditionalities attached to such programmes, 
especially those related to structural reforms, which required painful macroeconomic adjustments and unpopular policies that were aimed at long term welfare enhancements.",Positive,0.6216626676349843
"Therefore, it is imperative that Sri Lanka internalises these reforms in its policy formulation and implements the major areas of reforms in the current IMF programme as well as reforms beyond the programme 
to help the economy transform into greater stability and 
a higher growth path at the earliest while circumventing the need for repeated access to IMF bailouts and several rounds of debt restructuring in the future.",Neutral,0.5766255103461351
"Reference
1. International Monetary Fund.",Very Positive,0.8831414444697531
(2023).,Positive,0.6044865403535703
"Sri Lanka: Request for an Extended Arrangement Under 
the EFF - Press Release; Staff Report; and Statement by the Executive Director for Sri Lanka.",Very Negative,0.06190932011261541
"116. International Monetary Fund, Washington D.C.",Very Positive,0.9899213830677229
